seed_id,route_pair_id,n_A,n_B,admissible_edges,max_matched_slots,median_cost_units,cell_status,bank_id,unmatched_count
SEED_ICLR2026_0895de150660b6c2aef9b0f098cb1dcd,R2,54,11,534,11,60855,MEASURED,ddf1b8da65571c72244f322d98b257816d82fcfc3c6317ed988abf35b9476e06,43
SEED_ICLR2026_0895de150660b6c2aef9b0f098cb1dcd,R3,54,3,154,3,166996,MEASURED,0756fb7fd5790ce3fd025d3509f0e52cf716a893bc249167fcb4841e1c7eecd4,51
SEED_ICLR2026_0895de150660b6c2aef9b0f098cb1dcd,R4,1,3,3,1,231549,MEASURED,6260d8c921e95b74bf053dcc296b0e88df1d54ce00c860699378dd65cc43dfc1,2
SEED_ICLR2026_0895e2538a68e786475410c6acb1c30f,R1,45,0,0,0,,MEASURED,cddc1c350ab40aa146a6ea3f36033151cde53c46962536bfe78cb2166e302e59,45
SEED_ICLR2026_0895e2538a68e786475410c6acb1c30f,R2,45,2,89,2,103013.0,MEASURED,c417c23442727cc303b8c216c9a592f11ac8a8fd8d38386cc50370d02173b8f5,43
SEED_ICLR2026_0895e2538a68e786475410c6acb1c30f,R3,45,7,295,7,96061,MEASURED,aaaf189def4dd780c91085414a71fa27b09faa8b4c11013b43d0eb702a466b44,38
SEED_ICLR2026_0895e2538a68e786475410c6acb1c30f,R4,0,7,0,0,,MEASURED,ebd130032a99806f6762e1256c34afdd6227de7c1762d494be4f3bdba436044e,7
SEED_ICLR2026_08a362bd4ae1934e099ce025f06039fe,R1,27,0,0,0,,MEASURED,bc8811c4e92a8067ddfe62ab979baaf92ffd985aa1649b94fd16635b19e90472,27
SEED_ICLR2026_08a362bd4ae1934e099ce025f06039fe,R2,27,4,97,4,53767.0,MEASURED,9290944581856e109ab628b560d620245f4f6f1ec9180e5cbd8d538926d337cf,23
SEED_ICLR2026_08a362bd4ae1934e099ce025f06039fe,R3,27,8,191,8,92139.5,MEASURED,f03cc514bdc208bc82ed02f934dd8cf641156c2dbeb41f3312d0798576952a23,19
SEED_ICLR2026_08a362bd4ae1934e099ce025f06039fe,R4,0,8,0,0,,MEASURED,bb912a68d5d7be63bc0741316b9a4d53e148ac60b15fa4f8551e480ead46353b,8
SEED_ICLR2026_08a67eb74bfb9ded9e949dd52973e997,R1,15,9,112,9,213292,MEASURED,41e98eb853a2c34022f6e2bf9fa41e05e67c0ab77ee2cd2b680dcf5d60605887,6
SEED_ICLR2026_08a67eb74bfb9ded9e949dd52973e997,R2,15,8,91,8,189356.0,MEASURED,3754d3cf9fc67561a1d76fb179aeefdeb51b9ae5ababb417b87b7e47d9ce0143,7
SEED_ICLR2026_08a67eb74bfb9ded9e949dd52973e997,R3,15,7,95,7,181448,MEASURED,9b9596f4a526255e33ac6ce4ea7cf18ddb0d9d093eb68c06c10b6ba1d48b1f34,8
SEED_ICLR2026_08a67eb74bfb9ded9e949dd52973e997,R4,9,7,56,7,220687,MEASURED,7689f026f59a54f9d59ebfabc026b29622735d7e6f1c911deea13d68a4d63c13,2
SEED_ICLR2026_08bf1773e94763b6cc366ee7c6582f27,R1,33,1,25,1,33621,MEASURED,9b72ac01a56ea2a4bf31b9d685401d77959b7974222fc3f4fe697d551b7a65e2,32
SEED_ICLR2026_08bf1773e94763b6cc366ee7c6582f27,R2,33,4,118,4,120541.5,MEASURED,31d392f8c7275185607bd07ab12834f2c14b9609984c2ba3d53c8414f82752ae,29
SEED_ICLR2026_08bf1773e94763b6cc366ee7c6582f27,R3,33,1,25,1,5758,MEASURED,1f7d3e0dbb2aac18ce009efb5f6adf90dab68aa81f47721decdb10b482c18768,32
SEED_ICLR2026_08bf1773e94763b6cc366ee7c6582f27,R4,1,1,1,1,467948,MEASURED,bb3046442c31de93addf14192ea74280322cfbd3fff405e6a4923be3d826d030,0
SEED_ICLR2026_08d2d3c98868539671e68b70679b8bff,R1,37,0,0,0,,MEASURED,424e6c9a1447b1509856c56fc1681aff292af8eebcb4cc45acdcad1780f2f48d,37
SEED_ICLR2026_08d2d3c98868539671e68b70679b8bff,R2,37,4,138,4,82330.5,MEASURED,ff831bd7d4995b8795e5cd0c328e6dd40b8c170a9e58a2e63ba265b9ce71f1e8,33
SEED_ICLR2026_08d2d3c98868539671e68b70679b8bff,R3,37,0,0,0,,MEASURED,09e88dd8700129883c7a60d0efe69a75860cbf0b1f681c4e7730c4a0f2c0135c,37
SEED_ICLR2026_08d2d3c98868539671e68b70679b8bff,R4,0,0,0,0,,MEASURED,fb2f91a58cdd7f463cd1157e4ba1cdad21972fd37f1627e82d3654c4f6393f53,0
SEED_ICLR2026_08d70284b013c03ba89cd2b642bc864b,R1,29,2,55,2,66011.0,MEASURED,951628acd9e2dea486d9cc9eea21beac81222d9e7719889cb5f872652e045383,27
SEED_ICLR2026_08d70284b013c03ba89cd2b642bc864b,R2,29,0,0,0,,MEASURED,8b8c69c4d2642724d79732b6c6304823759ce06fc0c239cf7a8a28ed9757aded,29
SEED_ICLR2026_08d70284b013c03ba89cd2b642bc864b,R3,29,15,374,15,157693,MEASURED,7dc87ad46fbc0145e1a054c18bdcb3548a13cfb5885b0672a99f7d767d2c3ee4,14
SEED_ICLR2026_08d70284b013c03ba89cd2b642bc864b,R4,2,15,25,2,190431.5,MEASURED,74633e21ad775e5d77615f941a9f7c1adb83b7a337ed838a747899da9b5214b5,13
SEED_ICLR2026_08de3c1eb4adc7ac3c1949048422d895,R1,45,1,42,1,46899,MEASURED,81c0a5a3d8833d08c73965f111f92c3070005362954de92bcad4982620ec2252,44
SEED_ICLR2026_08de3c1eb4adc7ac3c1949048422d895,R2,45,4,151,4,83880.5,MEASURED,78e00275ef37710b4086c2d6677c818f5259a3f3f79d2f5ebac2c80512fceb3f,41
SEED_ICLR2026_08de3c1eb4adc7ac3c1949048422d895,R3,45,1,31,1,68392,MEASURED,34cec71af5a1447f1819c5485c5a2da7b898e0ad36efd3bf105f5b9f73cde3c5,44
SEED_ICLR2026_08de3c1eb4adc7ac3c1949048422d895,R4,1,1,1,1,339770,MEASURED,0a7c9bddc44a643537b77fd73b401ce7d931ffb0d426747f86ce1b2449d11a6b,0
SEED_ICLR2026_08f805247677d42eac83664ccf9ef3ef,R1,28,1,22,1,57584,MEASURED,e39fc9ea245ba3cf8d242b30f08589566e4f197034ad9cc89a1a3c61a56f5411,27
SEED_ICLR2026_08f805247677d42eac83664ccf9ef3ef,R2,28,8,199,8,69975.0,MEASURED,03203c19f654df76b101769c113e24aedcca38716bf662367c29f6e3e32f259e,20
SEED_ICLR2026_08f805247677d42eac83664ccf9ef3ef,R3,28,2,45,2,195234.0,MEASURED,63338e1b9abf5419e85429ad886d9f9f708c7d53749e28341853ef0eec22ad46,26
SEED_ICLR2026_08f805247677d42eac83664ccf9ef3ef,R4,1,2,2,1,469531,MEASURED,e23919a92ae01dc00382865994298274006ca9ff61fd28115e6ac7d8417ebb83,1
SEED_ICLR2026_090298ec38fee9b8ced6dad1e1c3a7d8,R1,33,1,33,1,88861,MEASURED,fc0bf09fc45b197129293431064e82de24e5d45b08d8fef1e31ec04a6b7b6e1c,32
SEED_ICLR2026_090298ec38fee9b8ced6dad1e1c3a7d8,R2,33,14,395,14,160354.0,MEASURED,5fc22af733fda2a9e90e0cfee565149c333725ce68eb67404f5dc1e4645c8ab2,19
SEED_ICLR2026_090298ec38fee9b8ced6dad1e1c3a7d8,R3,33,2,66,2,140391.0,MEASURED,b5a2652c42f782893bc22eea808cc296b0218edfcd573be2b8a0416d3a9ddba4,31
SEED_ICLR2026_090298ec38fee9b8ced6dad1e1c3a7d8,R4,1,2,2,1,223308,MEASURED,b2144b0d6d1a0f7553c52b1a697471221887dbf28b435dcb9c4eb79aa3f37e03,1
SEED_ICLR2026_0904c7edde20d7134a77fc7f9cd86ea2,R1,33,4,123,4,61998.5,MEASURED,bd8905c86aeaea175db09c8e23d78644f35ff5395ae60b9675abc804f9076950,29
SEED_ICLR2026_0904c7edde20d7134a77fc7f9cd86ea2,R2,33,6,187,6,100457.5,MEASURED,b1a9b9311273599dc1194486b46318e36f5010842f2320626b832f237d6deefc,27
SEED_ICLR2026_0904c7edde20d7134a77fc7f9cd86ea2,R3,33,3,92,3,91356,MEASURED,b3130a5faff9010cbb670a8f03d4183b3c2af1439f3b11071403fa3b5f889a2e,30
SEED_ICLR2026_0904c7edde20d7134a77fc7f9cd86ea2,R4,4,3,12,3,196839,MEASURED,cfe86501180496c1a0752380292190fa97d88dbeb4d2b4ed4d813468e9fa3e4a,1
SEED_ICLR2026_0907335ecf28faf15be54485dbcbe70e,R1,38,1,38,1,185416,MEASURED,53200d743fb4a8c60840757167aa5c878cffde33039e5f5ebd2793337c82a1af,37
SEED_ICLR2026_0907335ecf28faf15be54485dbcbe70e,R2,38,2,73,2,14756.5,MEASURED,e4dc9884edbc63667b3e4b8d6f814dc2ef45f7923d415ae61d316b42ccc34acb,36
SEED_ICLR2026_0907335ecf28faf15be54485dbcbe70e,R3,38,4,138,4,78289.0,MEASURED,6454f0b6e99807e9715e8a79213dae4f0e0cbd07241e75e255187f393ae0fd72,34
SEED_ICLR2026_0907335ecf28faf15be54485dbcbe70e,R4,1,4,4,1,298980,MEASURED,bb91da43943726a8d96d1d9b166dff5c5531fc0fda2d236c4b60aeb229242d8f,3
SEED_ICLR2026_0922ceebb39f1c76e64ef03d0885fa82,R1,39,1,38,1,181187,MEASURED,8bb4dffbca8d5513fc945d4cfd6aea681ff8250b3a80d4e1194e526b309ba327,38
SEED_ICLR2026_0922ceebb39f1c76e64ef03d0885fa82,R2,39,5,185,5,87280,MEASURED,67b54e63e6957a14962069ec0ed31bc901056f63f1c00fbf11f328373478dea9,34
SEED_ICLR2026_0922ceebb39f1c76e64ef03d0885fa82,R3,39,3,105,3,66147,MEASURED,07d4c33e513ca4f74bab2d9eff891c49912fddc741765e6702c509e7dd27caca,36
SEED_ICLR2026_0922ceebb39f1c76e64ef03d0885fa82,R4,1,3,2,1,216459,MEASURED,7937aa1d44c593c55d3dd73920d5cbe65de80d3a39f20bd5eb6b58c12beef763,2
SEED_ICLR2026_092359ce5cf60a80e882378944bf1be4,R1,29,2,55,2,63324.5,MEASURED,966ad859c7802917ac2fa129584a4b3054e84b53a0fbbea8ee845147da9e9ae2,27
SEED_ICLR2026_092359ce5cf60a80e882378944bf1be4,R2,29,5,132,5,179414,MEASURED,e29ca9f1146b10e3c69a05ab05cb13973e2eab2a403beb52cfdbc867cfdd10a4,24
SEED_ICLR2026_092359ce5cf60a80e882378944bf1be4,R3,29,1,17,1,282772,MEASURED,09709128426c0fc86fae34e95797f7468d078e27f2efc1a642f224706f269a32,28
SEED_ICLR2026_092359ce5cf60a80e882378944bf1be4,R4,2,1,2,1,516525,MEASURED,1f1178ebc00b433a8af5ee2ebf50b37c55a7fd2334f698709b2a80f0091d1b4d,1
SEED_ICLR2026_093b793f0af498e8fa218eb5445daeb0,R1,35,2,67,2,117924.5,MEASURED,299e1518844933d38dade4a9d13bc8e332ed1745e9bdc4ce2026e0998cc05b5b,33
SEED_ICLR2026_093b793f0af498e8fa218eb5445daeb0,R2,35,6,195,6,65291.0,MEASURED,0b9f42eeff7b06c4ac30235e45084cdfc973a4c6b96cda3b6c637f28b12fb86f,29
SEED_ICLR2026_093b793f0af498e8fa218eb5445daeb0,R3,35,4,106,4,144478.0,MEASURED,3f23dcce95e7df41d1e8a14f663fe011ab4cb6dc6503eeaab49f3b10ba5c4659,31
SEED_ICLR2026_093b793f0af498e8fa218eb5445daeb0,R4,2,4,8,2,155713.0,MEASURED,024ed574ce0aec9b784d4917ef130acdb4dd6bb8aaa59311dcc98e72154a204c,2
SEED_ICLR2026_095b1fd45bd06dac9fb893e01d10ff7c,R1,22,0,0,0,,MEASURED,76ce341dab1f01d8e4cca54d29421413b6c6c6f2f137e8ede6659a3588d22f5b,22
SEED_ICLR2026_095b1fd45bd06dac9fb893e01d10ff7c,R2,22,1,21,1,118259,MEASURED,21bcbc914f0a5f5e9a117ea4f578ba1d89594fc355c25cdca3127e5a61490f8c,21
SEED_ICLR2026_095b1fd45bd06dac9fb893e01d10ff7c,R3,22,2,35,2,156740.0,MEASURED,ef6b4c38b24e7f8efa3d6c29eda3b298fee23cf47a038fa1d56eaf8171bdee57,20
SEED_ICLR2026_095b1fd45bd06dac9fb893e01d10ff7c,R4,0,2,0,0,,MEASURED,f7121fff05c4b777aca3c739ee9a08a17c7a3a18764d6712618dacb1542c2d10,2
SEED_ICLR2026_096347b4efc264ae7f07742fea34af1f,R1,17,6,101,6,171352.5,MEASURED,956524e2acff3bd7f3e12cf997bcce9fe1f5679222c51c111fd96260b432d6ce,11
SEED_ICLR2026_096347b4efc264ae7f07742fea34af1f,R2,17,5,85,5,193896,MEASURED,7673af77d5eb17e4e4c2cc6b186df0f90095d9c337a98877b5218c803a8f77eb,12
SEED_ICLR2026_096347b4efc264ae7f07742fea34af1f,R3,17,0,0,0,,MEASURED,974e6d44d9a5a22a1a365963f2d1910739c4ebfc4a0df92d4588a133bd2e642f,17
SEED_ICLR2026_096347b4efc264ae7f07742fea34af1f,R4,6,0,0,0,,MEASURED,c4cf5c4d0d31365d4640d04d9d06b1f9c84651b6c1580d8eb0a82950a0bed8bc,6
SEED_ICLR2026_0967d7c8b171dd81b77c43067c02bebf,R1,25,2,48,2,38049.0,MEASURED,5cef8117fd558f8b2a91963ea641811ad99f4aac32e80d4c7c2600cd00dc97d3,23
SEED_ICLR2026_0967d7c8b171dd81b77c43067c02bebf,R2,25,26,584,25,91933,MEASURED,5412b7809c46b3bb573b2acd7c65c84879e79bb26619a205281896b0db61ceb8,1
SEED_ICLR2026_0967d7c8b171dd81b77c43067c02bebf,R3,25,2,48,2,70339.5,MEASURED,9e698b78e163f76f4910137a0781289a2453f69098dd1c5f29995f8e15e4347d,23
SEED_ICLR2026_0967d7c8b171dd81b77c43067c02bebf,R4,2,2,4,2,339313.0,MEASURED,b1ede141656c9c0214c44c9f49616d67ab560cbb6dd641e46d5286104caaf817,0
SEED_ICLR2026_097269005c77713aa32bb45b393ccd49,R1,59,2,108,2,12909.0,MEASURED,efc76a9f59b019c8fcee02097e5187ccacd9683b0c0d55b4d3a27b2b0856237b,57
SEED_ICLR2026_097269005c77713aa32bb45b393ccd49,R2,59,25,1258,25,50940,MEASURED,eaddfb1c09646c139f17a86fba1288b431264505bd6cdb59773b4097a8c5074a,34
SEED_ICLR2026_097269005c77713aa32bb45b393ccd49,R3,59,2,101,2,78537.5,MEASURED,98b8fd5867af78468cf9849e145c91a8d448f65a0e2d5f68a34e9b7eae4943b5,57
SEED_ICLR2026_097269005c77713aa32bb45b393ccd49,R4,2,2,4,2,282018.5,MEASURED,b7b191946f1127962c7fb0a128b2d5285f7305b4418a76884072d40a78b258ce,0
SEED_ICLR2026_099ba28b20462dac7bf057d21c27a011,R1,23,1,17,1,99516,MEASURED,a9e1ff86e6ca36517a1a8874dd69e9dab09d82c7eb22d05ae22e86e33711d726,22
SEED_ICLR2026_099ba28b20462dac7bf057d21c27a011,R2,23,2,39,2,170772.5,MEASURED,cd1205b3a34996bbee41a1e2d4a72a22512e99a70e0f5be1f4b6a3b092dca32b,21
SEED_ICLR2026_099ba28b20462dac7bf057d21c27a011,R3,23,3,64,3,106628,MEASURED,2918473a9c3cc746e30c252203f9e5f119ce54c2c17356d330bbf35f422fd06d,20
SEED_ICLR2026_099ba28b20462dac7bf057d21c27a011,R4,1,3,3,1,204236,MEASURED,008df61015a1c61ea82bede3d22540b46ff67a4d2c6f320ef389f6550ff21bb3,2
SEED_ICLR2026_09bddc7169034c8f3e2fd1946cc3d2e4,R1,19,0,0,0,,MEASURED,bafd874ad14d4fc15663adf4a825e1da4f4803c018f85d527acc24b69c295d5c,19
SEED_ICLR2026_09bddc7169034c8f3e2fd1946cc3d2e4,R2,19,1,16,1,40751,MEASURED,b7fd3c02fa76d23f2b6a75096779373708f142ef05e62e806cc2d96a412e8cca,18
SEED_ICLR2026_09bddc7169034c8f3e2fd1946cc3d2e4,R3,19,3,41,3,166156,MEASURED,21151bc397223a562f36ccda08145092f099f703f0ccffed21c50a2272f39e16,16
SEED_ICLR2026_09bddc7169034c8f3e2fd1946cc3d2e4,R4,0,3,0,0,,MEASURED,ff242c235d95984eeedc76017c69db60949b6bb2e71dcb231a1e4235e39b34af,3
SEED_ICLR2026_09c4960d66e6182e57062c5d71ce1d3d,R1,55,5,264,5,34107,MEASURED,fabaffa2305d6aeae2ea331aa4ead974feec193cba5f1ba51fd627fa5a0ce904,50
SEED_ICLR2026_09c4960d66e6182e57062c5d71ce1d3d,R2,55,50,2353,50,66192.5,MEASURED,74fa6d8c0195f3b8c6b694ded78fd7c58f81fc6237acb769e0d2490257d8fa8c,5
SEED_ICLR2026_09c4960d66e6182e57062c5d71ce1d3d,R3,55,2,98,2,45180.0,MEASURED,1ca48d1a54caeb8b2d122a5b4c18cf8a6dbfe8f2c3d70f81a21dca3c04b9e1d7,53
SEED_ICLR2026_09c4960d66e6182e57062c5d71ce1d3d,R4,5,2,10,2,93347.0,MEASURED,7ca41d2ff08ddec0dc8437e9165f761d005649372678d9b343bdd569288537cc,3
SEED_ICLR2026_09e1944b7f2372f9f81866470c59b663,R1,39,3,112,3,27951,MEASURED,9569117bb2bf859a20da26f362fbdcb01301e094d1db78a9cb5484aec9e98ef7,36
SEED_ICLR2026_09e1944b7f2372f9f81866470c59b663,R2,39,31,1077,31,76388,MEASURED,61e504228193de96b990ae88d98adfc9d23587a6ba0f901997f8afc763a6cdef,8
SEED_ICLR2026_09e1944b7f2372f9f81866470c59b663,R3,39,2,77,2,15771.5,MEASURED,55c32c38ad971a3112c5b95e759f8862f595275cb121cb4ca008ecf21df7526a,37
SEED_ICLR2026_09e1944b7f2372f9f81866470c59b663,R4,3,2,6,2,83084.5,MEASURED,2f9f27b8da07b8120e28ab20030f504566ecb86e5ef2dff2980e60952d215f2c,1
SEED_ICLR2026_09e19e00f3e39e6e1c02252bbefe7c3a,R1,24,2,48,2,186302.5,MEASURED,6e7dd54440d1240593cd7d7253f3c873cb0598d6aad68d2245d55be7467930f9,22
SEED_ICLR2026_09e19e00f3e39e6e1c02252bbefe7c3a,R2,24,0,0,0,,MEASURED,2eb6ac2a9fdf97e4250270d68a73eb097102978013b01255abef2fc8957fa466,24
SEED_ICLR2026_09e19e00f3e39e6e1c02252bbefe7c3a,R3,24,1,24,1,186770,MEASURED,b1f1ebf61a332a4957fd8a0503cf609f67ce615c588afd4cbf0e0da4b837af54,23
SEED_ICLR2026_09e19e00f3e39e6e1c02252bbefe7c3a,R4,2,1,2,1,319281,MEASURED,3a4f641afda369764e9b2252023053c9aee812d46b205d7c8307d4dfed5adfcc,1
SEED_ICLR2026_09f9cbe5424d0479b798f4a3dab3a75d,R1,49,1,48,1,187159,MEASURED,43a7bec57387baccfb4e0191187a2341b44cd30c1c6454eec5a17ee7c9eec574,48
SEED_ICLR2026_09f9cbe5424d0479b798f4a3dab3a75d,R2,49,0,0,0,,MEASURED,fa8ee06d969e329ebe99e161e89fea96a67a872e8523db6dc4dc0e61eb055717,49
SEED_ICLR2026_09f9cbe5424d0479b798f4a3dab3a75d,R3,49,8,347,8,87735.5,MEASURED,64ad77da8e7f7a2354af8a236f72efd5943f74b34b269567897a299d4c67b3a0,41
SEED_ICLR2026_09f9cbe5424d0479b798f4a3dab3a75d,R4,1,8,6,1,390685,MEASURED,c80084a0087eb6b05281d1b59c2d817fa4cfe9e0c9449c1ce3691ff01ee9fb1a,7
SEED_ICLR2026_0a0eba34ab2ff40ca2d2843324dcc4ab,R1,55,10,507,10,173147.0,MEASURED,e8e3b00538a1544916abda3059a96522072d81aeca926f7455ad312dfc061d51,45
SEED_ICLR2026_0a0eba34ab2ff40ca2d2843324dcc4ab,R2,55,8,384,8,103769.0,MEASURED,c143b90c27368f315a1743f1120582c8bb4f1d9113f8b3f24558872079431500,47
SEED_ICLR2026_0a0eba34ab2ff40ca2d2843324dcc4ab,R3,55,4,204,4,39078.0,MEASURED,143dd1e45619f6b97d3202336e560bab399f29cc4dac31113d684f82f40637b4,51
SEED_ICLR2026_0a0eba34ab2ff40ca2d2843324dcc4ab,R4,10,4,38,4,170811.5,MEASURED,e66236ed1a23d235c49318139aba92d368f7e2a9a6129dd99c5543840a467637,6
SEED_ICLR2026_0a13eb0c08247364066e8d86551c3090,R1,13,0,0,0,,MEASURED,f28b554bda7e702d61c1f7c5c226ec8658983ea04fd73827d090d0894d5a27d6,13
SEED_ICLR2026_0a13eb0c08247364066e8d86551c3090,R2,13,5,61,5,174971,MEASURED,80963fdc8a95a2dac0ae1d003aa67eb42cdfa547e6185d423503a81a7ad59f2d,8
SEED_ICLR2026_0a13eb0c08247364066e8d86551c3090,R3,13,1,10,1,11432,MEASURED,2fc25b4965c9cdd5e1e23a6f402c824075b10a3c49fe147d48fba4ec7e666bf9,12
SEED_ICLR2026_0a13eb0c08247364066e8d86551c3090,R4,0,1,0,0,,MEASURED,602f55c75d4935164d95a1d9e23c21215b1bbe864da30c5b0022f892c2c8d637,1
SEED_ICLR2026_0a2a72f085646c1f264a2ea947d36b43,R1,12,4,42,4,85952.0,MEASURED,7c20cff8db988048002588062ec4fffe90ab40cb8341c4bbb70f2d416f639d57,8
SEED_ICLR2026_0a2a72f085646c1f264a2ea947d36b43,R2,12,1,6,1,109707,MEASURED,b7ac87be8339e3d98885f495be7a04d3a753cc41206aa07835cf0e3f1a1a6e9f,11
SEED_ICLR2026_0a2a72f085646c1f264a2ea947d36b43,R3,12,2,21,2,135612.0,MEASURED,84c67c3b9a4b326f8b651182284e0a2c50a9bd5fd9d8c4f7d5753ccf20f5ddbb,10
SEED_ICLR2026_0a2a72f085646c1f264a2ea947d36b43,R4,4,2,5,2,357649.0,MEASURED,ef4d8aea0542c4717cff142db4deb78492c53225e458d8f63112b3c828d9393c,2
SEED_ICLR2026_0a2b005d2ea5dbd28331065427017c68,R1,25,1,24,1,176407,MEASURED,e880754bb5c736e2de505e4be9b6441024d912c4f9fb40763c4bea3ec2ec9069,24
SEED_ICLR2026_0a2b005d2ea5dbd28331065427017c68,R2,25,10,209,10,52540.5,MEASURED,1cf4a39b70604de6dfec738eabee5d7ddfb297bf3c40c6643d695e2dbeb623ff,15
SEED_ICLR2026_0a2b005d2ea5dbd28331065427017c68,R3,25,0,0,0,,MEASURED,1546c81ffd2d25b2bc643c663642dd59e161c5d09de05de9ded53082e25c8b97,25
SEED_ICLR2026_0a2b005d2ea5dbd28331065427017c68,R4,1,0,0,0,,MEASURED,ebf760e2ff0384804d598ffba30cee2348030137b5181695d775bf239c2675b1,1
SEED_ICLR2026_0a3dc35a2391cabcb59a6b123544e3db,R1,19,1,17,1,198617,MEASURED,55c0416b617a97d8218a60d5453b70c5f5054887cafc635c5989fcee1d9da4d8,18
SEED_ICLR2026_0a3dc35a2391cabcb59a6b123544e3db,R2,19,1,8,1,188393,MEASURED,8e728108d8e3925d98a30de5be5002f33ba5fe7903afe63fcc0fe6b5277c9909,18
SEED_ICLR2026_0a3dc35a2391cabcb59a6b123544e3db,R3,19,16,248,16,118557.0,MEASURED,27193c5bfcf0cc94a1f28f539287946344cdac5cd7b6e2f86abf69dfe3d06937,3
SEED_ICLR2026_0a3dc35a2391cabcb59a6b123544e3db,R4,1,16,14,1,168173,MEASURED,a494dfe4b3c58dc735d6e087fa1c8b7225cb6659836c6ed4b18ac7075669bc83,15
SEED_ICLR2026_0a48036026dc7946ef6033ae14719cc5,R1,22,6,126,6,71201.5,MEASURED,5143b2bef806cf2e0824253571ac7a6168b545964c7924f2a59b11d6349c96bd,16
SEED_ICLR2026_0a48036026dc7946ef6033ae14719cc5,R2,22,10,205,10,61877.0,MEASURED,4de9f260a8c39e9512ee1d22436aab3cb87f168a6d0e5c3fd37e1b7b505837b5,12
SEED_ICLR2026_0a48036026dc7946ef6033ae14719cc5,R3,22,2,44,2,109738.0,MEASURED,a91a2822fe94e1c575f5be0f19e1846c9f8b46e67a4ad004d58de539885f9e1a,20
SEED_ICLR2026_0a48036026dc7946ef6033ae14719cc5,R4,6,2,12,2,95116.5,MEASURED,6c90566ae49a4ae589e4a93fd49af8a6fe42ec34d988821a05b08bd60fcefe76,4
SEED_ICLR2026_0a6059857ae5c82ea9726ee9282a7145,R1,36,1,34,1,45891,MEASURED,31ebadf392c25ce6d20e2ca4a8ca9139a64fc06789bd1b2179e3166c10fb432f,35
SEED_ICLR2026_0a6059857ae5c82ea9726ee9282a7145,R2,36,6,203,6,56421.0,MEASURED,21ddf885304d2ab53abc021d905e1c44e1b5d1ee2f7d0a71a0458011bf1f194a,30
SEED_ICLR2026_0a6059857ae5c82ea9726ee9282a7145,R3,36,0,0,0,,MEASURED,de7a93f6a5269bece4282c9df3b3116439b30f17bfc53aa314e4cac8d8142a5c,36
SEED_ICLR2026_0a6059857ae5c82ea9726ee9282a7145,R4,1,0,0,0,,MEASURED,423145408163d12aabaf52b78c3ccc3018db64eea43b428a38412fbc7396f362,1
SEED_ICLR2026_0a994b2eaeba0bef9b98b79d99a6c095,R1,28,3,81,3,176439,MEASURED,ebb0dfb4b9f70bba9b44ec42b206eb4d53455f92daa5c3e4a7a8458cc3f796ec,25
SEED_ICLR2026_0a994b2eaeba0bef9b98b79d99a6c095,R2,28,6,168,6,120646.0,MEASURED,3df78fe972ac1e8806e30fff093e746e5500180c9af7d6057842a8ee29d382c1,22
SEED_ICLR2026_0a994b2eaeba0bef9b98b79d99a6c095,R3,28,8,214,8,132896.0,MEASURED,6500d4420330b88723d8ccdf886c21a244ad909e7ee7d72564a90b51c162ddbb,20
SEED_ICLR2026_0a994b2eaeba0bef9b98b79d99a6c095,R4,3,8,23,3,190125,MEASURED,cc1ef72d7cba401fda788a88279e0c99765a39436a05f46b59ce1c3df6e72d30,5
SEED_ICLR2026_0ab8e727fec38a0b057861e3cbeca158,R1,33,2,63,2,87568.0,MEASURED,ba1a6566cd5193d9e9ed47cb1571879c2916dbdcfc9aa00b4f5cc28f56c36d41,31
SEED_ICLR2026_0ab8e727fec38a0b057861e3cbeca158,R2,33,4,123,4,27843.5,MEASURED,179c8355620a5d0b46bc1cabc83dc5207b97df3657978c658cc2b8bfb74c6e64,29
SEED_ICLR2026_0ab8e727fec38a0b057861e3cbeca158,R3,33,6,174,6,185601.5,MEASURED,6f53bf885187c1dc924dc2ac6d7d1796d30b490cfc2d11468a20db5e4b8a0001,27
SEED_ICLR2026_0ab8e727fec38a0b057861e3cbeca158,R4,2,6,11,2,413550.5,MEASURED,68e850af1429806d53641a5b97af89b0c14553852c802377a82c4ae40f6c40a2,4
SEED_ICLR2026_0abcc0198bef043543d8837cfc1e18f7,R1,26,0,0,0,,MEASURED,022c732438935268b07e897056d49faa89869f2eded03a3fa62e068bec812669,26
SEED_ICLR2026_0abcc0198bef043543d8837cfc1e18f7,R2,26,7,151,7,86136,MEASURED,852ab8bf9a8195563caaa2f6b15de3786da7003a896b30d7c20faa7f14c05d6b,19
SEED_ICLR2026_0abcc0198bef043543d8837cfc1e18f7,R3,26,2,49,2,60335.5,MEASURED,259293e4b5e8cc973df6e4f247bc4c9722d861464b0f1e739afdd9f8c31e8012,24
SEED_ICLR2026_0abcc0198bef043543d8837cfc1e18f7,R4,0,2,0,0,,MEASURED,77b6b432f5c09aeaab01d8f9d5cf06391112396863be29da384449277dfdfee0,2
SEED_ICLR2026_0ac46bb0a72a7afe311d9b48b5088df8,R1,22,1,22,1,238436,MEASURED,b5557684b5c2abfaac9f19ae9118c9a545c534867672967b428169b6a2ce4c83,21
SEED_ICLR2026_0ac46bb0a72a7afe311d9b48b5088df8,R2,22,1,22,1,110264,MEASURED,37f67e7027ad9bd8ee7934d7443c298d0e5ea4389892582ecf66a017a4d742fe,21
