seed_id,route_pair_id,n_A,n_B,admissible_edges,max_matched_slots,median_cost_units,cell_status,bank_id,unmatched_count
SEED_ICLR2026_454d420b81fd1cca85c86ad747aab3fc,R2,49,1,47,1,82290,MEASURED,3da05bc2da7f3f6a0746611e003176a7b2563739c2e404c3979f89ae7298f8d3,48
SEED_ICLR2026_454d420b81fd1cca85c86ad747aab3fc,R3,49,3,97,3,262484,MEASURED,a643482776e6e1b503c84e40657d2b5bb5e5d3160981aa2d795de6c6b5b9a16f,46
SEED_ICLR2026_454d420b81fd1cca85c86ad747aab3fc,R4,0,3,0,0,,MEASURED,9c3e3389279a48d40363d7577a1afb25f4da3ef65382c1ea6f2f85fc94686451,3
SEED_ICLR2026_45512fee747f371f670313d4fb30b7bc,R1,22,5,106,5,183568,MEASURED,f74138066d93ed604aaa70b9c499bb7da118b12cd210f6aee40e0204ec930b24,17
SEED_ICLR2026_45512fee747f371f670313d4fb30b7bc,R2,22,0,0,0,,MEASURED,a3be039481b471a8efeca515a857ba6a96f00f9e25a288e596ff77f92fadc2b4,22
SEED_ICLR2026_45512fee747f371f670313d4fb30b7bc,R3,22,7,134,7,164804,MEASURED,bada7881effd122aa7fa59ef1a6d2b795ec0f9612e90431ecc2e07c1bb17c7f1,15
SEED_ICLR2026_45512fee747f371f670313d4fb30b7bc,R4,5,7,32,5,262594,MEASURED,88e007a6639d0767cb9ebcc2ecb4c45f63c142807b67f20dda298489adba5698,2
SEED_ICLR2026_45673dbf3f331fbd911b0689872de396,R1,16,0,0,0,,MEASURED,b464214a57d15110c761d40b2d433af94fe3b21bb8814d2041fbe7856239d26f,16
SEED_ICLR2026_45673dbf3f331fbd911b0689872de396,R2,16,1,11,1,50942,MEASURED,0e07ebb4e62aae211407a0e4443fecd83c6a948ed073c2e726b57179a194c422,15
SEED_ICLR2026_45673dbf3f331fbd911b0689872de396,R3,16,4,50,4,142860.0,MEASURED,5b3645eb7e6f848552e26827d71d142ac7717022092e9a25846c45dac5a8f42b,12
SEED_ICLR2026_45673dbf3f331fbd911b0689872de396,R4,0,4,0,0,,MEASURED,699a367d50b0bb3fa0716919c60db92e2ec82693084a9f70f57361ce1018349d,4
SEED_ICLR2026_4572bc2f514e627914cbe60d0398a2d1,R1,22,0,0,0,,MEASURED,96faec9a62e2256f9c8c5f56acd8517466f39aa6cfe7fe2a0d03089d11721ace,22
SEED_ICLR2026_4572bc2f514e627914cbe60d0398a2d1,R2,22,1,17,1,171139,MEASURED,5e581b5b912bb5ccb2249b8525f2f5333be13fe5d0d414811aef7841ee8d13e3,21
SEED_ICLR2026_4572bc2f514e627914cbe60d0398a2d1,R3,22,4,79,4,170883.0,MEASURED,5d50e4019287cbc73d43dcef7770f03d01f1e658d284ed79c9d4806f28e070da,18
SEED_ICLR2026_4572bc2f514e627914cbe60d0398a2d1,R4,0,4,0,0,,MEASURED,024d04820ab73cdc0e8ae27a44296efa5ab3547979589ef6f1e69c49a7052d4e,4
SEED_ICLR2026_45824c7580778ad1ba384982b9e6b39f,R1,21,2,39,2,173442.0,MEASURED,c627db0b6328aa2c4be79fffdb703a0ef407c3d5a5564c2232380aeeb537e16f,19
SEED_ICLR2026_45824c7580778ad1ba384982b9e6b39f,R2,21,6,122,6,188132.0,MEASURED,74a765d81ff9b1f77949e24c7e4dbc735b78ec0018a673b16fd739538d673e8f,15
SEED_ICLR2026_45824c7580778ad1ba384982b9e6b39f,R3,21,0,0,0,,MEASURED,2053c142602952bc921d0b2b933f2425426ae58fb94eba799ac90841e2c773a3,21
SEED_ICLR2026_45824c7580778ad1ba384982b9e6b39f,R4,2,0,0,0,,MEASURED,839f9806132e616d4730a30cde66223517d151a189baa34b15617bb919d0cb18,2
SEED_ICLR2026_458d9f2dd5c7565af60143630dc62f10,R1,57,0,0,0,,MEASURED,2352f2cb3b0f8f81de783f39ccecb79da91cf0c4fa2691bcb14d84a8673f41f2,57
SEED_ICLR2026_458d9f2dd5c7565af60143630dc62f10,R2,57,13,692,13,97111,MEASURED,b35fa295e60a3865a5596712837c6629f98c772905e9fe2a25f86bc9e24f41e7,44
SEED_ICLR2026_458d9f2dd5c7565af60143630dc62f10,R3,57,2,110,2,44494.0,MEASURED,cad1844b4ab0a8965977b53f52abaa31ec4ba3cb16e7495f230973449b6c9f51,55
SEED_ICLR2026_458d9f2dd5c7565af60143630dc62f10,R4,0,2,0,0,,MEASURED,2fa4886efbe07ed3c821ebfe9d32eba2311cfdfec3b86c2e955d5c70236508c3,2
SEED_ICLR2026_458fa8ee331566383d8e74bdb647f829,R1,28,3,80,3,54796,MEASURED,a2d47d65d470f7231fa5087f8c2bd5f035ad948ba94333e69abaf62677d82ae6,25
SEED_ICLR2026_458fa8ee331566383d8e74bdb647f829,R2,28,29,746,28,157146.0,MEASURED,f6f79fd77237d38738c737814ffdd34a4aa519ac57be785985a1dc7601d03b4e,1
SEED_ICLR2026_458fa8ee331566383d8e74bdb647f829,R3,28,1,27,1,30216,MEASURED,9da7569b8c6406facbda3639c8fbe7df9ea98abcfcef9832c809eaab04602fff,27
SEED_ICLR2026_458fa8ee331566383d8e74bdb647f829,R4,3,1,3,1,300917,MEASURED,6c145f5d0860a80df38ec5c37b79f90f63bbbd1de659028d2360313665861e7b,2
SEED_ICLR2026_45a30141c6719e9cfedfb51f1c665a37,R1,19,12,215,12,77498.5,MEASURED,4bc614e5e906254368d90f1f43fb86e8ceedaa47f78add049f07bd5015893e87,7
SEED_ICLR2026_45a30141c6719e9cfedfb51f1c665a37,R2,19,6,111,6,46601.5,MEASURED,4c76e76b7d7ce12e62003027c0fae7593dc72503597cb1ee664417b2d15ff14b,13
SEED_ICLR2026_45a30141c6719e9cfedfb51f1c665a37,R3,19,2,30,2,132919.0,MEASURED,5b4c84ff45654d3940c937ee29c64438cba464e71b491e75a55f16279a39a51d,17
SEED_ICLR2026_45a30141c6719e9cfedfb51f1c665a37,R4,12,2,16,2,128944.0,MEASURED,c7e93b09479f6ece91442ac7de8d503627d96997cf1ae934a9992baa6c5f95ae,10
SEED_ICLR2026_45c361d4117d598d4bb6568b407e9ac9,R1,32,22,622,21,174380,MEASURED,06565e325ba9cad4d94e8643f7157bc023a4c83709262af0408dd067443c2883,12
SEED_ICLR2026_45c361d4117d598d4bb6568b407e9ac9,R2,32,2,63,2,101380.0,MEASURED,e7ea1d4be9b194ca177fa544be6a0894d0c3c5075d833c265a8fd23f81a9447b,30
SEED_ICLR2026_45c361d4117d598d4bb6568b407e9ac9,R3,32,8,253,8,49447.0,MEASURED,991dc4cc0f01343ebb277a93652e7a1ef3aaea11fe69008917d441a1604125eb,24
SEED_ICLR2026_45c361d4117d598d4bb6568b407e9ac9,R4,22,8,160,8,182972.0,MEASURED,1b6a3758356f2201a5d36b791c437e48234fc946b8a4b0333dc524b11a6a25dd,14
SEED_ICLR2026_45c66714da9f050814df6bc056ebe8a3,R1,54,5,234,5,162333,MEASURED,e6d3ed7b2e54b82795c28aad4bdd2516f5bfc17e10eed6784b00b85c59b2d0ba,49
SEED_ICLR2026_45c66714da9f050814df6bc056ebe8a3,R2,54,8,374,8,57345.0,MEASURED,7c57dec41d97bb271eb71f307e49ff2776992331b64ffa27d12f588237333ffb,46
SEED_ICLR2026_45c66714da9f050814df6bc056ebe8a3,R3,54,19,895,19,64574,MEASURED,cdfb10c17d7d391d97af824231edbd50e8f970ef98eb33ee5dd7308258ca7f78,35
SEED_ICLR2026_45c66714da9f050814df6bc056ebe8a3,R4,5,19,92,5,162204,MEASURED,4db80f7ffc6202a634d807c449112d3e70c336ef80cd262d390dadedbdaa2c76,14
SEED_ICLR2026_45d0b8e7ec7b52d960a1c7b43fdccac9,R1,21,0,0,0,,MEASURED,3d675c2b2022c9975050c244c8d41d76c09ba715edc9314bc3a9dc0fef0ae0f6,21
SEED_ICLR2026_45d0b8e7ec7b52d960a1c7b43fdccac9,R2,21,1,19,1,17792,MEASURED,3619973eb273b08bc5b0baa7058222d44fc3289a2d9a985cbd82af6c1d9d66ce,20
SEED_ICLR2026_45d0b8e7ec7b52d960a1c7b43fdccac9,R3,21,8,141,8,162482.0,MEASURED,e267c59acfcce3f128dd8af59c96cf7b50a8cd7606634e4e8ceea49a8704d010,13
SEED_ICLR2026_45d0b8e7ec7b52d960a1c7b43fdccac9,R4,0,8,0,0,,MEASURED,c4ee246aa12b678e5499b0277cc5af2dde7c048617ed8d86822399658c3cb3f1,8
SEED_ICLR2026_45d5823950cab9a88e10c6e8dbff351c,R1,40,0,0,0,,MEASURED,3635022955c80715d8b5935ffc8e588bebdfa74001452a76c6d2b1ed8da69509,40
SEED_ICLR2026_45d5823950cab9a88e10c6e8dbff351c,R2,40,2,60,2,92020.0,MEASURED,2737ae091028924186b5c19f7293ecf922b66230b4f2c28b59550cb48f0c6f39,38
SEED_ICLR2026_45d5823950cab9a88e10c6e8dbff351c,R3,40,4,137,4,117060.0,MEASURED,0b26e95adc8db5ccc7cc450b4d16acc07948033ec590d6337eb13fa704ac5f93,36
SEED_ICLR2026_45d5823950cab9a88e10c6e8dbff351c,R4,0,4,0,0,,MEASURED,6c55096b1d698dd5876d7c2ea9fd3db4eff44027e8f85aa0ac719b3bd16f6505,4
SEED_ICLR2026_45e9827fcd83cfb39285669e13b2a30d,R1,26,1,25,1,176975,MEASURED,ed0cbfb557b391cd159047b8a43172bfb84d4a40cd562746422d253382e23322,25
SEED_ICLR2026_45e9827fcd83cfb39285669e13b2a30d,R2,26,7,167,7,77782,MEASURED,1767d79c01fd7485b516d70f39563f4e95a34a4adb6276cb65f36877f06bad3f,19
SEED_ICLR2026_45e9827fcd83cfb39285669e13b2a30d,R3,26,20,452,20,156988.0,MEASURED,3374edbfe4c4a8e3ffec38b8032a9ed474346acdeed8110c6c3f24c4d6860329,6
SEED_ICLR2026_45e9827fcd83cfb39285669e13b2a30d,R4,1,20,19,1,206030,MEASURED,d7a6b3a7f041ae00b2b50db8b2dce58b6d5481e3b5ce023381f7f075184da7f0,19
SEED_ICLR2026_45eaa675af0e4c600852768d9b65a132,R1,31,0,0,0,,MEASURED,ad7b4796f97dc98d4e68b87b621ba221e1e373ef19203ca83e6fde977e449487,31
SEED_ICLR2026_45eaa675af0e4c600852768d9b65a132,R2,31,2,40,2,191348.0,MEASURED,b763ee0fb87b02034541984c31e6e618dc2996eb7b9f0f185ab545498dfe305f,29
SEED_ICLR2026_45eaa675af0e4c600852768d9b65a132,R3,31,6,145,6,115704.0,MEASURED,2dabd6fadd4936786a76921f12263d31c2ba705b15e3a5b6c099cdc4d3133bbb,25
SEED_ICLR2026_45eaa675af0e4c600852768d9b65a132,R4,0,6,0,0,,MEASURED,f33ca9e170dae2c3d5dc9b8053b6d0d7489a468b0fa8e89dd015ebb0dee2b7b7,6
SEED_ICLR2026_45ecdd6cf1f507d378a3442ed89e580b,R1,16,0,0,0,,MEASURED,6a1590aae75242c078c725e1873778723813b93f2b59f8cfa38edb7cae4bb119,16
SEED_ICLR2026_45ecdd6cf1f507d378a3442ed89e580b,R2,16,3,44,3,183608,MEASURED,86750e1e55d6e871ac77d2bb64292ce42e8fd0e7050ee43f7882368a85d2292d,13
SEED_ICLR2026_45ecdd6cf1f507d378a3442ed89e580b,R3,16,4,60,4,174286.0,MEASURED,4c532f4d4bf710bc39c4afc67e538f36b4c83adb4996ba9710fa4ee89b3fc9ce,12
SEED_ICLR2026_45ecdd6cf1f507d378a3442ed89e580b,R4,0,4,0,0,,MEASURED,40f336b0a55d56213c8c31b67ef2bb55391749a5d261c6d82d90b3b0abb698bb,4
SEED_ICLR2026_45f2b8e02b6cdccd4077c8a7472d006f,R1,15,0,0,0,,MEASURED,0e7fae0ee80d092045b2cc69bd52fa31e127e6e65fc3c6d6ad9478bdfc094fdf,15
SEED_ICLR2026_45f2b8e02b6cdccd4077c8a7472d006f,R2,15,4,49,4,140650.5,MEASURED,9a57b6fea44ea74a3ed710c6157d74259cf434fe033e29b6a702ebf984cffcce,11
SEED_ICLR2026_45f2b8e02b6cdccd4077c8a7472d006f,R3,15,1,15,1,6885,MEASURED,bc84c2ef8ddca6b3205e438f5f7bfbee0dfbb8734c3dd038a0b28652f5dbd613,14
SEED_ICLR2026_45f2b8e02b6cdccd4077c8a7472d006f,R4,0,1,0,0,,MEASURED,548ac937c6670129ede5f348f9fd1158bae958f1d2063d97ec9a62e1c493dc73,1
SEED_ICLR2026_45f7ad60c01f17711ccd8ac2f2fb77e3,R1,38,4,116,4,131241.0,MEASURED,f117b87b0ee07a8a0c497ce6e8a20589121470a336b283c7133fef530b7354b4,34
SEED_ICLR2026_45f7ad60c01f17711ccd8ac2f2fb77e3,R2,38,5,156,5,28571,MEASURED,80b8feac48e491edc372a06d071b815a4c62b0a4b43ce6e94773b43a216bcc84,33
SEED_ICLR2026_45f7ad60c01f17711ccd8ac2f2fb77e3,R3,38,12,431,12,47554.5,MEASURED,a926a76e54c4d3fe3ab4272bcd7e47e137057610837f30a7e315220c942420b5,26
SEED_ICLR2026_45f7ad60c01f17711ccd8ac2f2fb77e3,R4,4,12,40,4,175797.5,MEASURED,359b64a4fece56cbc56102eb94f0309ca249553a7347c1b06e9d23a15ed8b4f5,8
SEED_ICLR2026_45f7d161845e402f69c8f8b4d04fa447,R1,21,3,59,3,92987,MEASURED,eb0e3de1e44ce1ec109117a06a9660409f4685fed69d71dbd93b54a0842a8e83,18
SEED_ICLR2026_45f7d161845e402f69c8f8b4d04fa447,R2,21,3,61,3,71527,MEASURED,529266a2d81ea50420240587c5448fadff75c2499c04baca59e4a61f00c25c69,18
SEED_ICLR2026_45f7d161845e402f69c8f8b4d04fa447,R3,21,5,97,5,80568,MEASURED,c58a52bc294907d165c18663965e7e8b9c7dcc128626398e53cc14e954f14a69,16
SEED_ICLR2026_45f7d161845e402f69c8f8b4d04fa447,R4,3,5,15,3,343542,MEASURED,1c1358f3a4147cd09cac1aeaaa3a6d86b870ebf81f7573894e7923217f42a1c1,2
SEED_ICLR2026_45fc4a0da7e7f6fbabaabe2d20a441d1,R1,25,1,25,1,42271,MEASURED,671c35893d6f16963def3eea8ea212356c7073319c10e70beeb160f14578b4aa,24
SEED_ICLR2026_45fc4a0da7e7f6fbabaabe2d20a441d1,R2,25,8,186,8,32262.5,MEASURED,9a0a77eb8a86ea512a4045201f2b03cacd0e36cc99cca2ab5beb5824a2937c1e,17
SEED_ICLR2026_45fc4a0da7e7f6fbabaabe2d20a441d1,R3,25,9,182,9,57760,MEASURED,d886ec130c668d9dddd5404b44babb3d0a44dfd064a04f513ad5614268c93540,16
SEED_ICLR2026_45fc4a0da7e7f6fbabaabe2d20a441d1,R4,1,9,8,1,150835,MEASURED,cc387b3968c498cf30ee930d67d7ed26b5fd4e0219829d22fd3423ff4e43ebeb,8
SEED_ICLR2026_4657c9281abb5e55428c7301d818ccd5,R1,43,2,85,2,83895.0,MEASURED,db611dbf47e80f75839f9704604ff4aec998edbe35d604db456414bfe11c9a30,41
SEED_ICLR2026_4657c9281abb5e55428c7301d818ccd5,R2,43,2,68,2,68207.5,MEASURED,24c7587b5b41c2e7b32e23f799537355acf637a04777fd7f71517ba6c031ac08,41
SEED_ICLR2026_4657c9281abb5e55428c7301d818ccd5,R3,43,2,84,2,150290.5,MEASURED,b826187233ab771205ef79c665a167a0f140567ead3d3f34a2ff436c58102205,41
SEED_ICLR2026_4657c9281abb5e55428c7301d818ccd5,R4,2,2,4,2,495881.0,MEASURED,3b10c150e4cc7ffc81e9a7a9fdcdf80f4ab9f8348383578d12002c1cdb24426f,0
SEED_ICLR2026_467655d26fcc207bca08915dc91964c6,R1,25,0,0,0,,MEASURED,c22836bcd6aca5444b660899d593b663dbd0a27bb212ec21cf5225642d89bab6,25
SEED_ICLR2026_467655d26fcc207bca08915dc91964c6,R2,25,2,48,2,103773.0,MEASURED,a4b45c2e17fa6935a2f5be4d898d95775ea29a940feb62775307bba0936a8eb5,23
SEED_ICLR2026_467655d26fcc207bca08915dc91964c6,R3,25,5,107,5,191302,MEASURED,54d7735b620ec767e7acd138752c2afea8c2664aab7105b8d31c995348370af7,20
SEED_ICLR2026_467655d26fcc207bca08915dc91964c6,R4,0,5,0,0,,MEASURED,0cdb35d4592340de5d85b7a3308de1cebb637fe17e0bbb6ba7d928e2666d3ad2,5
SEED_ICLR2026_467a02a02aa88a71a4a2e7e259c60206,R1,52,3,149,3,29499,MEASURED,a6161b268de0d9280e3dc810d9d606deefe299f76a6c5ed4fbead4272353177c,49
SEED_ICLR2026_467a02a02aa88a71a4a2e7e259c60206,R2,52,17,819,17,47474,MEASURED,bba801e8121bdde11813d821b681e4c98bafeaf091dc4bd34aa44dc26a89be5a,35
SEED_ICLR2026_467a02a02aa88a71a4a2e7e259c60206,R3,52,3,138,3,70561,MEASURED,a28970f134316e1ca178be2fb4021464a6f7e25f67066a53b8624f8cd0edd6ab,49
SEED_ICLR2026_467a02a02aa88a71a4a2e7e259c60206,R4,3,3,9,3,190277,MEASURED,1e63a526481d39587fa09524eeffeeea2298be984518074454b58a23c1fcbb4e,0
SEED_ICLR2026_467b55d1eeee930e0316d539ca5abd3d,R1,14,1,11,1,207348,MEASURED,144a3263233c50458079862ad7b34fd78af8d12ae7d87fd656e160fefa1c793b,13
SEED_ICLR2026_467b55d1eeee930e0316d539ca5abd3d,R2,14,3,27,3,217327,MEASURED,4e3b41b7e819bc198320b4077aad61014770f31d625e616b862469c5f7789f31,11
SEED_ICLR2026_467b55d1eeee930e0316d539ca5abd3d,R3,14,3,28,3,223235,MEASURED,56c6f6ef99760a7fc22e8d055162901de44fc72db6e03abbcabfe45609bb69cd,11
SEED_ICLR2026_467b55d1eeee930e0316d539ca5abd3d,R4,1,3,1,1,513022,MEASURED,c452200381fb450ca70c6275cc5b9e7c99acb9af2e5a6bbfa56b35821902a982,2
SEED_ICLR2026_467e109270678b3e2b3c2e7fa6b3d575,R1,46,2,80,2,208779.0,MEASURED,6adf457400bfb383e14ed90aef1131adcd2c4beafa76ed51acdd4e8c144926be,44
SEED_ICLR2026_467e109270678b3e2b3c2e7fa6b3d575,R2,46,6,249,6,99200.5,MEASURED,af6e60c7f47acdaecb327a9cc63e9b5c6cacf22d1eeaee4586b81c319a822e97,40
SEED_ICLR2026_467e109270678b3e2b3c2e7fa6b3d575,R3,46,4,160,4,91064.0,MEASURED,4f16d1e9c4ec06c3a7a1bae6467201e8b018bfdd833044b36a28ba9cbc434048,42
SEED_ICLR2026_467e109270678b3e2b3c2e7fa6b3d575,R4,2,4,5,2,327244.0,MEASURED,881042f12e42e507580cd2edf64e7ce7016ed017bb889718e8d57af7dddd63a8,2
SEED_ICLR2026_4681359a7b1e94571598ad1adda35e6e,R1,61,2,109,2,49142.0,MEASURED,d36e62e21b4aa818878c668cbaaa2357d0eb9ca209d932703442679a2c16b14d,59
SEED_ICLR2026_4681359a7b1e94571598ad1adda35e6e,R2,61,15,847,15,40506,MEASURED,346c7c9ac0dde2ded5568a38a4b269b3cf69eb2e389cd5785fb51e0c5f94f441,46
SEED_ICLR2026_4681359a7b1e94571598ad1adda35e6e,R3,61,6,329,6,25249.0,MEASURED,2147c1348643f10ed33633ade45a0b0607dbff4c3622346a50eee32536c82849,55
SEED_ICLR2026_4681359a7b1e94571598ad1adda35e6e,R4,2,6,12,2,39113.0,MEASURED,4bb7436f8d87d2b26a20a174059b064d347f612bea161627db4414b1d0079bcc,4
SEED_ICLR2026_46863e011cd5d2c7b270086815f6c2cb,R1,22,1,18,1,279199,MEASURED,259e0ccec91ee98b4c9faaa4f3ca5181c6bdcc5100d9fe4e7b26033cdbb6477e,21
SEED_ICLR2026_46863e011cd5d2c7b270086815f6c2cb,R2,22,0,0,0,,MEASURED,d67b885203c516030af76946f0e9106096981538c03eef7982894e11748ac0c9,22
SEED_ICLR2026_46863e011cd5d2c7b270086815f6c2cb,R3,22,5,102,5,146381,MEASURED,62a0fdd4fe3445a2ffe29cd54ce32429fa40fa59a3631c4236a914d52e0b1319,17
SEED_ICLR2026_46863e011cd5d2c7b270086815f6c2cb,R4,1,5,5,1,378642,MEASURED,1755f762b0469e63a7b5bf0fa25a726a6c70863ef27def83f632304ddc9ccc53,4
SEED_ICLR2026_469c396a192043e3d70c04bdb3e5a532,R1,43,0,0,0,,MEASURED,7dc5c1ff72d7af709025752f9889ec4d956279ebe62a4bdde11ad71867448c81,43
SEED_ICLR2026_469c396a192043e3d70c04bdb3e5a532,R2,43,7,270,7,33487,MEASURED,17670b524dbe3e4c142ea2c3a3ae5429e245dc1b7be05338369c134616868a2a,36
SEED_ICLR2026_469c396a192043e3d70c04bdb3e5a532,R3,43,2,56,2,103258.5,MEASURED,3ca22eebe1fd13a4bd0fc80ebbed0bfa35808c938195f494b07273104a9a22d6,41
SEED_ICLR2026_469c396a192043e3d70c04bdb3e5a532,R4,0,2,0,0,,MEASURED,4951c853186c8e4f20efc5592f8664358341082952a441481204eaa425845a8f,2
SEED_ICLR2026_469caedc9ba4edef5450429144d51646,R1,50,2,94,2,168094.5,MEASURED,3c41c53a8aa7a673644f233147515aefca637ff6a2c11e1107f4069881f9fc0a,48
SEED_ICLR2026_469caedc9ba4edef5450429144d51646,R2,50,14,658,14,40129.0,MEASURED,a499a8185b25f75d7e796a7eda38c392f59e5d370573c4d62b2d7a68aef1d7ee,36
SEED_ICLR2026_469caedc9ba4edef5450429144d51646,R3,50,2,90,2,135577.5,MEASURED,502502e7770ec8b67eed05f874a5966ca21accde0075f3e59a25bcebccc08b6e,48
SEED_ICLR2026_469caedc9ba4edef5450429144d51646,R4,2,2,4,2,310294.0,MEASURED,5a50501e679d6d3bb0a9682d37fb6e98f9584eb838d04c6f1a649a901d7b895d,0
SEED_ICLR2026_46a64917ae77556266a5fb4cbc99a201,R1,54,0,0,0,,MEASURED,80b16f93fe248605d42ff63d19a5928fb43d0c9dd717d72964b246b51e464e99,54
SEED_ICLR2026_46a64917ae77556266a5fb4cbc99a201,R2,54,0,0,0,,MEASURED,ad9623b2f28b995a686badbec71230072ef301f27418db52bdc18226cfea6fd6,54
SEED_ICLR2026_46a64917ae77556266a5fb4cbc99a201,R3,54,12,603,12,44146.5,MEASURED,b67a128fba4ec5ed3292244c7da30636f866beca62fdfaaf625355d9ea466ad2,42
SEED_ICLR2026_46a64917ae77556266a5fb4cbc99a201,R4,0,12,0,0,,MEASURED,828db28624414938f2aea401878054680526ec416f0246159742ee48bfbe8fc0,12
SEED_ICLR2026_46cb65d30bd4931f3e71df8239c92ff0,R1,34,1,27,1,74651,MEASURED,8724ddde5214f5c6548b23c03f7ec3c15ea1de44c5db6c3267df995950be9e92,33
SEED_ICLR2026_46cb65d30bd4931f3e71df8239c92ff0,R2,34,3,85,3,109623,MEASURED,aaf39c00f81a0d9d6d9969cddc6751dd9733b3ff40a481c3e3d947caf68c976c,31
SEED_ICLR2026_46cb65d30bd4931f3e71df8239c92ff0,R3,34,3,86,3,189344,MEASURED,b2cbeccf61e6c1206f8383829b71655f848c7f795fddef9603ca136e74c587b4,31
SEED_ICLR2026_46cb65d30bd4931f3e71df8239c92ff0,R4,1,3,3,1,450246,MEASURED,7e26e4cc17b584d44376567570641b82282ad2b2bfb1de763b50ddc54f1b3629,2
SEED_ICLR2026_47197750b407ef48daa1438e0c0af242,R1,33,1,31,1,166143,MEASURED,2e77e5193ee66bd5a008b6cf22b19635d1ddc1f2217249c03f8cab3f0baec7d7,32
SEED_ICLR2026_47197750b407ef48daa1438e0c0af242,R2,33,3,93,3,38270,MEASURED,84dfd73b70bc6eb84914d91193097ed569cb9a2f2419f315cec4126327c2e00b,30
SEED_ICLR2026_47197750b407ef48daa1438e0c0af242,R3,33,4,104,4,123520.5,MEASURED,7a17ea870d808b27d1582c04e22dd609cf98bc41fe0d9097211df37aaa78b45b,29
SEED_ICLR2026_47197750b407ef48daa1438e0c0af242,R4,1,4,4,1,204663,MEASURED,e2457dae86ea3dd2fc17d01a2fe78d99fd4d8fbfa9df94b7d19340c16feeda14,3
SEED_ICLR2026_4720a6a9d66d6eb25a29a0823553a609,R1,50,4,183,4,70210.0,MEASURED,1eb6415ba2e324cebe052fdfa2f7093ae5d105947c4203a4daa41ad3ff146c60,46
SEED_ICLR2026_4720a6a9d66d6eb25a29a0823553a609,R2,50,10,470,10,51738.0,MEASURED,76654cd0586a1fd7cff1b7a913dab2be9c42b854df95f2279585f1f86a1ce8df,40
SEED_ICLR2026_4720a6a9d66d6eb25a29a0823553a609,R3,50,4,178,4,43999.5,MEASURED,8b10a2e665075a197b12909255e1925492ca86215ba5a80db40a1428138f822b,46
SEED_ICLR2026_4720a6a9d66d6eb25a29a0823553a609,R4,4,4,14,4,165899.0,MEASURED,ad6964093c08cfad25377e8ad638ec2548395a0e752dc7354c18b3085260ac99,0
SEED_ICLR2026_4733cee6af505d5e2782a1dc499c0d7e,R1,48,2,96,2,46545.5,MEASURED,4f1d93c591022c916d4bd4c756b8628c71cf8c0a5d5e2ff9718d78d5a72577fd,46
SEED_ICLR2026_4733cee6af505d5e2782a1dc499c0d7e,R2,48,32,1476,32,62194.5,MEASURED,481f462deb188bebe9a4000d6e1b66cba70d0f92a2174abe1b3ceda4d3fc2b61,16
SEED_ICLR2026_4733cee6af505d5e2782a1dc499c0d7e,R3,48,2,96,2,53692.5,MEASURED,81d9f4058feabdb5c3c6fb97bc50d9ca172a221a44f18316559474da6bc7d789,46
SEED_ICLR2026_4733cee6af505d5e2782a1dc499c0d7e,R4,2,2,4,2,324641.0,MEASURED,8f90f65154c6e4b7693c968e7bee89518c000253e17185a6863b0bbdc9c350f8,0
SEED_ICLR2026_47390d17fb931c72900ca6cf506ac738,R1,41,2,62,2,177218.5,MEASURED,6c5f9be14f70af308a7c4f1e5332835434bbd581c20c80bc4a64308243b0b9a3,39
SEED_ICLR2026_47390d17fb931c72900ca6cf506ac738,R2,41,25,961,25,43727,MEASURED,e55dbaa17667fcc773f96b6b2402903e9fc4c16ae2896c338612814470a9ab69,16
SEED_ICLR2026_47390d17fb931c72900ca6cf506ac738,R3,41,14,490,14,111312.0,MEASURED,33e1deba54265d19458937bbffcb23ad1e1581ca92d812cd93afb0ea0db14b99,27
SEED_ICLR2026_47390d17fb931c72900ca6cf506ac738,R4,2,14,24,2,58839.5,MEASURED,e0f2e228ee74b768930dd747de5fab443e59c242ec4d5864d4221cf2c22db9d3,12
SEED_ICLR2026_473cb5596e2b84648753ce26484d79c8,R1,26,0,0,0,,MEASURED,c267b295025e50002212a177a07232c66e1630694b26c749ed15c160a8a9484a,26
SEED_ICLR2026_473cb5596e2b84648753ce26484d79c8,R2,26,1,24,1,103129,MEASURED,c7f60e33564f500aa9a12927a59446810f8364ab06b1b1a59173961e4e69f8af,25
SEED_ICLR2026_473cb5596e2b84648753ce26484d79c8,R3,26,9,206,9,111769,MEASURED,0f1804e833ea7cc1aaa22fe383f062b076c761d5e94ed6b9cb5109c2f334667f,17
SEED_ICLR2026_473cb5596e2b84648753ce26484d79c8,R4,0,9,0,0,,MEASURED,be2dec239a5a64623fbb359a055a33379e87d7d927aa33d88ddd4e0c3583bb11,9
SEED_ICLR2026_474815daf1d4096ff78b7e4fdd2086a5,R1,25,1,24,1,114106,MEASURED,68415f1b8bbdfed1ed75d32485783054584e20c78d7a2685d3598c026d6c3585,24
SEED_ICLR2026_474815daf1d4096ff78b7e4fdd2086a5,R2,25,5,106,5,130253,MEASURED,865814e7c367fc00296ec5da0719224bd23f4fe17e6fcf4303b33df33f2000a3,20
SEED_ICLR2026_474815daf1d4096ff78b7e4fdd2086a5,R3,25,6,127,6,169721.0,MEASURED,a1356d0265ccdf5867181f7ddaea2d9714cbe04279d8322b52cff080dff4551f,19
