seed_id,route_pair,paper_id,old_cell_status,old_max_matched_slots,semantic_cell_status,semantic_max_matched_slots,block_transition,paper_transition,reason
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R1,ICLR2025_674e87c5476f67bb60977968a00482d8,MEASURED,1,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R1,ICLR2025_ad5b3f324b24c17cdc2f3712298c76bd,MEASURED,1,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R2,ICLR2025_146b5b0feb14fe8e630669ad1faba25e,MEASURED,3,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R2,ICLR2025_98ecdc722006c2959babbdbdeb22eb75,MEASURED,3,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R2,ICLR2025_999a7fa10ed25ce8b836b14ff003ad50,MEASURED,3,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R2,ICLR2025_a57483b394a3654f4317051e4ce3b2b8,MEASURED,3,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R2,ICLR2025_acb3e20075b0a2dfa3565f06681578e5,MEASURED,3,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R2,ICLR2025_f7ed2318cec3540ca267c3ede12d82fe,MEASURED,3,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R3,,MEASURED,0,MEASURED,0,UNMATCHED_BOTH,NEITHER,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_0021c2cb1b9b6a71ac478ea52a93b25a,R4,,MEASURED,0,MEASURED,0,UNMATCHED_BOTH,NEITHER,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R1,ICLR2025_1cded4f97cf5f01a284c574110b7e3b9,MEASURED,1,MEASURED,1,RETAINED_POSITIVE,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R1,ICLR2025_4910370ecd9afa7b31e85000748c0857,MEASURED,1,MEASURED,1,RETAINED_POSITIVE,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R1,ICLR2025_70a06501001e1820fd1eb9ee821302d2,MEASURED,1,MEASURED,1,RETAINED_POSITIVE,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R1,ICLR2025_cf00c2fdf92882989b1fc0e3094a2abf,MEASURED,1,MEASURED,1,RETAINED_POSITIVE,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_0b8ccc9229328bdcedf54b989e7cc330,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_0d70af566e69f1dfb687791ecf955e28,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_146b5b0feb14fe8e630669ad1faba25e,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_16fafdc5e8ab22780873d607ce4387a8,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_17c89f4c14a4aa238616c126f5af19bb,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_1cce374fec7829c24a97ae0e91cd0999,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_21718991f6acf19a42376b5c7a8668c5,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_2628d4d3b054c2d7ad33ab03435204f4,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_26f5a4e26c13d1e0a47f46790c999361,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_2f891d026c7ba978168621842bc6fe73,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_332b4fbe322e11a71fa39d91c664d8fa,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_39e9c5913c970e3e49c2df629daff636,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_3a91841d2bcc0b13a3d0d5d60c9f0581,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_3be14af22f0b311325664277f48111f4,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_40eff1670d6b08bb1bda48b0c5f30110,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_4d13b2d99519c5415661dad44ab7edcd,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_4ebc26584810a189ef1e4f173aba4319,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_52fc02778520b240c57046b3f7588ba1,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_571082ea18d30060177dfcaf662ff0e5,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_5df4313ecd4875931fbdacc486cc1fcf,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_63ea6a7d01a34a2c7334dcf1a2c3b03d,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_648a5a590ca6f2bb5de53f938e230160,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_79cbf4f96c2bcc67267421154da689dd,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_7db2348b5bfeca620aa7327df815adcc,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_7f605d59a0dbde101518b552cb616ddf,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_7f9a44cb707ede42a659ad85d940dd55,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_842714f78c95096e20ac7d2591c5a24b,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_8cb240de90aa20207db944c6c88a7cc0,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_8cf2d1a2fef23281af0f50d1a04dfd7c,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_8de035590685bf7389da6a769fbcecce,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_9aa4e5caaf6d62767787500ee487c7fb,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_a6a90bcc2aa470c3871b2d39a67d26e8,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_b21ae5a5df83632324b61b595ab653b9,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_b782a3462ee9d566291cff148333ea9b,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_b7a55b1fa8f2500299e1af3562a1191d,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_c3d101702194a5a345d81cdee4fe966f,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_ca642f8e1174012d67c05c1c9f969644,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_cbbb65dc108e8ac2f82cba25bc5992fc,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_ced46a50befedcb884ccf0cbe8c3ad23,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_d0074bea472f8b9b839fa2d50ce67595,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_d033407a1a4b7a75cd5f9e4575ad9fb5,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_d41760ec1e2db105e63e98393648c763,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_d611d06e3207330555fbc10810e70163,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_dad66bb085bab14fbca07cfa4271f00b,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_dce0ad3bd4981fea9a5a5a274a2256d9,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_de4ce91dfe56b919ee1c228d6a78f866,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_df29d63af05cb91d705cf06ba5945b9d,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_ec0c9ca85b4ea49c7ebfb503cf55f2ae,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_fbb10d319d44f8c3b4720873e4177c65,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_fc0b0e6ac2da44d5839b13f90625b357,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R2,ICLR2025_fc0e3f908a2116ba529ad0a1530a3675,MEASURED,12,MEASURED,15,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R3,ICLR2025_52fc02778520b240c57046b3f7588ba1,MEASURED,2,MEASURED,1,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R3,ICLR2025_7db2348b5bfeca620aa7327df815adcc,MEASURED,2,MEASURED,1,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R3,ICLR2025_8cb240de90aa20207db944c6c88a7cc0,MEASURED,2,MEASURED,1,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R3,ICLR2025_ad36c2cfc423e75c6d68d751a955b22e,MEASURED,2,MEASURED,1,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R3,ICLR2025_bee8c2bc757f6bbc3efd7cf1b979f0c9,MEASURED,2,MEASURED,1,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R3,ICLR2025_eedf422d321a20b2bd5e947c57c82e96,MEASURED,2,MEASURED,1,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R4,ICLR2025_70a06501001e1820fd1eb9ee821302d2,MEASURED,1,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_00295cede6e1600d344b5cd6d9fd4640,R4,ICLR2025_ad36c2cfc423e75c6d68d751a955b22e,MEASURED,1,MEASURED,0,LOST_MATCH,LOST,NO_ADMISSIBLE_EDGE_OR_CAPACITY_COMPETITION
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_05d6b5b6901fb57d2c287e1d3ce6d63c,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_0ae94013da7cd459402fd77874e09ee3,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_212b143b5a5d6b88feb0fb1441b9756e,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_270339c997293ca2988c62f4308e389f,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_42f92b78a6695f60db0cd38b54d57a41,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_460a1d8eac34125dad453b28d6d64446,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_50d4f8ff0416cedfe0771b7ad947a197,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_699c5a2bb87a8aa32c4ad541d9997361,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_8001c3568152d134d821cd46d4d84768,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_84d286e32bbee8fa3a86ee9c50e00081,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_a00548031e4647b13042c97c922fadf1,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_c66e1fcc9691aae706250638f36f681b,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R1,ICLR2025_d52b3500a00748169dd4dad80fb75357,MEASURED,3,MEASURED,5,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_01fb6de3360f9e32862665580e2c5853,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_05d6b5b6901fb57d2c287e1d3ce6d63c,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_09afabe33dc7db66530dea6483b22e5d,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_0ae94013da7cd459402fd77874e09ee3,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_146b5b0feb14fe8e630669ad1faba25e,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_17061a94c3c7fda5fa24bbdd1832fa99,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_172fe9f8cc55953bad5c24774bf0142b,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_1a2131ebe25bd55e4fc734126ea583ed,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_25458943db16e0f78f748ca5bc34fff6,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_2722a0ccf6acfe3d144fdbb0dedd80b5,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_27881a19f100fdbf57f0ba1c3d499b08,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_37bf751554eb05465ed5dc60dced3f38,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_3926df1a00c9abf056df7bcf253d026a,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_3cc685788a311fa35d8d41df93e288ca,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_4065a881baab1744bfba208a4361bbb1,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_4072543747a14bbed76284cf2c04b9e9,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_4364fef031fdf7bfd9d1c9c56b287084,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_45994782a61bb51cad5c2bae36834265,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_49c1879ae366644ce2c17fb39ddea982,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_4ffd05ca3cf3985f4572af015b4cfc1e,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_517eb19e99947f60afff0cf93e451825,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_571082ea18d30060177dfcaf662ff0e5,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_5a829e299ebc1c1615ddb09e98fb6ce8,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_5e50b663324972bb8cc7b5c06a059438,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_63ea6a7d01a34a2c7334dcf1a2c3b03d,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_68933e3533add841e115a5605c76eeba,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_70fa5df8e3300dc30bf19bee44a56155,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_75c37811e830bf029584b1c6fac17726,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_79cbf4f96c2bcc67267421154da689dd,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_842714f78c95096e20ac7d2591c5a24b,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_9aa4e5caaf6d62767787500ee487c7fb,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_9ee3a664ccfeabc0da16ac6f1f1cfe59,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_a00548031e4647b13042c97c922fadf1,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_a2c3c86679300047c740c9900f19ddac,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_a415e3ce02c7894929df2f01f811b6ed,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_a4b6ad6b48850c0c331d1259fc66a69c,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_a5554e55d7a21e62d0d7a028ec0ea1c7,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_aeafb73dfed3007ec5299be1604d6f99,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,LOST,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_afd6374c7f2839cba22f537f15f4f760,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_b33ad9d46ab2a23b6783d954121d26e3,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_b94d8b035e2183e47afef9e2f299ba47,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,GAINED,
SEED_ICLR2026_002a6bef26174b590e4eab95b63feb1b,R2,ICLR2025_b9e472cd579c83e2f6aa3459f46aac28,MEASURED,20,MEASURED,17,RETAINED_CHANGED_CARDINALITY,RETAINED,
